"","FormattedDates","MinTemp","MaxTemp","Rainfall","Relative.Humidity....","Wind.Speed..m.s.","WindDirDaily_numerical","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Sunshine","Evaporation","Nitrogen.Oxide..ppm.","Nitrogen.Dioxide..ppm.","Nitrogen.Oxides..ppm.","Carbon.Monoxide..ppm.","PM2.5..ug.m.3.","PM10..ug.m.3.","WindDirDaily_category"
"124",2018-05-04,16.5,27.6,0,70.3166666666667,1.07083333333333,3,1020.9,1017.2,3,3,9.9,3.6,0.024125,0.0178333333333333,0.0401666666666667,0.220833333333333,6.77083333333333,16.7625,"NE"
"125",2018-05-05,18.3,27.2,0,67.0416666666667,1.9125,8,1023.6,1022.6,1,1,9.3,3.8,0.009625,0.0124166666666667,0.0210416666666667,0.145833333333333,4.94583333333333,17.4791666666667,"SSE"
"126",2018-05-06,15.7,25.8,0,62.5083333333333,2.2625,9,1027.8,1024.9,1,4,9.7,6.4,0.006375,0.00958333333333333,0.0150416666666667,0.116666666666667,3.07916666666667,12.525,"S"
"127",2018-05-07,16.7,24.2,0,73.3875,1.52083333333333,9,1025,1021.1,7,8,1.5,5.8,0.00729166666666667,0.009875,0.01625,0.108333333333333,3.90416666666667,12.0208333333333,"S"
"128",2018-05-08,18.5,22.5,8.2,86.275,1.14166666666667,10,1021.6,1019.1,7,7,0.1,5.6,0.0300416666666667,0.0174583333333333,0.0452916666666667,0.2,5.22083333333333,9.1,"SSW"
"129",2018-05-09,17.9,27.2,9.2,70.7333333333333,1.3625,12,1019.6,1015.8,1,1,9.2,0.6,0.0229166666666667,0.0213333333333333,0.0421666666666667,0.2375,5.32083333333333,10.4916666666667,"WSW"
"130",2018-05-10,14.3,27.9,0,64.825,1.05416666666667,15,1018.5,1012.7,0,1,10,3.8,0.0286666666666667,0.0207083333333333,0.0470416666666667,0.258333333333333,6.42916666666667,13.5791666666667,"NW"
"131",2018-05-11,14.9,22.9,0,33.2708333333333,2.39166666666667,13,1015.6,1012.7,0,0,10.2,6,0.01775,0.015625,0.03175,0.195833333333333,2.85,16.0333333333333,"W"
"132",2018-05-12,12.3,22.3,0,37.7458333333333,2.82083333333333,13,1015.5,1012,1,0,10.1,10.2,0.0107916666666667,0.009125,0.0186666666666667,0.183333333333333,2.3375,16.2083333333333,"W"
"133",2018-05-13,10.7,24.4,0,52.0583333333333,1.25833333333333,11,1018.3,1015.1,1,1,10,5.6,0.0129166666666667,0.0142916666666667,0.0259166666666667,0.245833333333333,4.3375,9.82916666666667,"SW"
"134",2018-05-14,11.2,25,0,62.8625,1.27916666666667,11,1021.1,1017.4,1,3,9.6,4,0.0312916666666667,0.0219583333333333,0.0548333333333333,0.325,5.4625,12.475,"SW"
"135",2018-05-15,13.4,25.1,0,59.2333333333333,1.37083333333333,11,1021.1,1018.3,0,1,9.9,4.4,0.022,0.0194166666666667,0.0395416666666667,0.258333333333333,4.35,14.8125,"SW"
"136",2018-05-16,11.5,24.4,0,60.7916666666667,1.64166666666667,10,1023.6,1020.6,2,5,9.9,4,0.0244583333333333,0.0206666666666667,0.0429166666666667,0.266666666666667,5.525,14.625,"SSW"
"137",2018-05-17,12.8,23.6,0,67.2958333333333,1.60833333333333,9,1024.1,1021.3,1,7,6.8,4.8,0.0194583333333333,0.0179166666666667,0.0354583333333333,0.229166666666667,4.20416666666667,11.125,"S"
"138",2018-05-18,13.3,25.4,0,68.1125,1.05,12,1022.9,1019.1,1,1,9.8,4,0.0335416666666667,0.0241666666666667,0.05925,0.358333333333333,5.8375,13.0416666666667,"WSW"
"139",2018-05-19,11.5,25.3,0,64.9916666666667,1.14583333333333,11,1022.3,1019.2,1,1,9.7,3.2,0.02025,0.022375,0.040625,0.395833333333333,8.44583333333333,16.175,"SW"
"140",2018-05-20,11.6,25.3,0,52.1125,1.3875,12,1021.8,1017.4,1,1,9.9,2.6,0.0139583333333333,0.0189583333333333,0.03125,0.283333333333333,7.17083333333333,13.5208333333333,"WSW"
"141",2018-05-21,9.7,11.2747572815534,0,48.975,1.2875,12,1021.6,1018.5,1,1,10,5.2,0.027625,0.0254166666666667,0.0547083333333333,0.354166666666667,4.58333333333333,14.0041666666667,"WSW"
"142",2018-05-22,10.8,25.5,0,48.7458333333333,1.48333333333333,12,1021.3,1016.6,0,0,9.8,2.2,0.0429583333333333,0.0254583333333333,0.069625,0.425,5.7625,17.1375,"WSW"
"143",2018-05-23,11.3,25,0,59.5833333333333,1.50833333333333,10,1023.2,1021,1,3,9.3,5,0.0249583333333333,0.0202083333333333,0.0430833333333333,0.295833333333333,4.68333333333333,15.3166666666667,"SSW"
"144",2018-05-24,13.1,24.2,0,68.2166666666667,0.995833333333333,10,1024.2,1020.3,1,7,7.7,4,0.0252083333333333,0.0210416666666667,0.044,0.3375,6.66666666666667,17.9291666666667,"SSW"
"145",2018-05-25,14.2,24.6,0,68.0916666666667,1.8,10,1024.6,1022.3,7,7,5,3.6,0.026,0.0193333333333333,0.0432083333333333,0.304166666666667,5.525,13.7416666666667,"SSW"
"146",2018-05-26,15.1,23.8,0,73.3,1.85,10,1027.5,1025.7,1,7,5.6,4.2,0.014125,0.014875,0.0274166666666667,0.258333333333333,3.77916666666667,9.56666666666667,"SSW"
"147",2018-05-27,14.3,23.1,3.4,70.7208333333333,1.38333333333333,10,1027,1023.6,2,6,5.6,2.6,0.00729166666666667,0.0110833333333333,0.0171666666666667,0.220833333333333,3.37916666666667,7.1375,"SSW"
"148",2018-05-28,14.8,22.7,1.6,77.2875,1.45833333333333,9,1025,1021.8,7,7,3.6,2.2,0.0160833333333333,0.0135416666666667,0.0280416666666667,0.229166666666667,3.24583333333333,6.475,"S"
"149",2018-05-29,16.2,23.5,4.2,80.0125,0.970833333333333,12,1022.4,1019,7,7,5.8,1.4,0.0374583333333333,0.02025,0.0592916666666667,0.416666666666667,4.82916666666667,10.8375,"WSW"
"150",2018-05-30,13.4,26.1,0.2,66.5541666666667,1.25833333333333,12,1020.3,1015.4,0,2,9.4,2.4,0.0284166666666667,0.018375,0.0447916666666667,0.325,5.85833333333333,12.6666666666667,"WSW"
"151",2018-05-31,8.3,22,0,38.0875,1.83333333333333,12,1021.3,1016.8,0,0,9.9,4.8,0.0237916666666667,0.0181666666666667,0.039875,0.3,2.45416666666667,8.68333333333333,"WSW"
"152",2018-06-01,10.2,22.6,0,50.0791666666667,1.54166666666667,11,1020.1,1016.7,0,0,9.8,5.4,0.035875,0.026375,0.0666666666666667,0.316666666666667,8.43333333333333,17.3083333333333,"SW"
"153",2018-06-02,8.4,23.5,0,53.2833333333333,1.53333333333333,12,1018.1,1012.8,0,0,9.9,3.6,0.017375,0.0172916666666667,0.0329583333333333,0.104166666666667,9.3625,15.1083333333333,"WSW"
"154",2018-06-03,12,25.4,0,54.8791666666667,1.4875,11,1015.3,1012.4,5,3,8.9,4.8,0.013,0.014875,0.0265,0.0916666666666667,8.15833333333333,14.9666666666667,"SW"
"155",2018-06-04,11.7,24,0,71.45,1.27083333333333,10,1016.8,1014.6,1,2,9.6,3.2,0.019375,0.016875,0.0345833333333333,0.154166666666667,6.85416666666667,13.0208333333333,"SSW"
"156",2018-06-05,11.5,22.6,0,71.6333333333333,1.3875,10,1021.6,1020,1,1,9.7,4,0.024125,0.0197916666666667,0.0419166666666667,0.208333333333333,7.87916666666667,14.2333333333333,"SSW"
"157",2018-06-06,11.8,23.1,0,75.4333333333333,1.71666666666667,10,1024.4,1022.3,1,5,8.5,4.4,0.0198333333333333,0.018,0.0359166666666667,0.1625,6.50833333333333,11.8708333333333,"SSW"
"158",2018-06-07,13.9,20.6,8.6,83.1833333333333,1.52916666666667,10,1027.6,1024.9,8,5,1.9,3.6,0.0297083333333333,0.0209166666666667,0.0524166666666667,0.229166666666667,7.05833333333333,14.7458333333333,"SSW"
"159",2018-06-08,13.8,22.4,9.4,82.8916666666667,1.2875,10,1026.2,1022.6,5,7,6.1,0.4,0.0270833333333333,0.019375,0.044375,0.208333333333333,7.025,13.6541666666667,"SSW"
"160",2018-06-09,15.6,23.7,0.2,77.95,0.904166666666667,12,1023.9,1019.4,7,7,3.8,1.8,0.0188333333333333,0.0167083333333333,0.0337916666666667,0.233333333333333,7.64583333333333,13.6916666666667,"WSW"
"161",2018-06-10,15.6,23.6,0.8,72.3041666666667,1.36666666666667,10,1020.7,1018.2,1,7,6.4,2.6,0.0154583333333333,0.015625,0.0294583333333333,0.216666666666667,7.93333333333333,11.5,"SSW"
"162",2018-06-11,12.4,23.3,0,68.1708333333333,1.17083333333333,11,1021,1016.8,1,2,9.7,3,0.0261666666666667,0.02075,0.0445833333333333,0.233333333333333,7.07083333333333,15.575,"SW"
"163",2018-06-12,9.3,22.9,0,75.4833333333333,1.10416666666667,13,1018.8,1013.8,5,6,8.6,2.8,0.031625,0.0232916666666667,0.056625,0.275,10.275,21.4208333333333,"W"
"164",2018-06-13,10.5,25.2,0,68.4083333333333,0.804166666666667,14,1015.4,1011.4,1,4,7.5,2.4,0.04125,0.0284166666666667,0.07075,0.370833333333333,13.2291666666667,23.9875,"WNW"
"165",2018-06-14,14,23.8,0.8,67.5875,0.908333333333333,13,1017.7,1016,6,7,5.3,5,0.0394583333333333,0.0247083333333333,0.0653333333333333,0.329166666666667,10.9166666666667,18.3958333333333,"W"
"166",2018-06-15,11.7,23.7,0,50.7166666666667,1.48333333333333,13,1021.8,1018.3,1,0,9.6,2.8,0.0318333333333333,0.0225416666666667,0.056,0.283333333333333,7.8625,16.6208333333333,"W"
"167",2018-06-16,6.9,23.2,0,51.7125,1.15416666666667,12,1021.8,1017,1,6,9.7,4.4,0.0303333333333333,0.022125,0.0541666666666667,0.366666666666667,9.69166666666667,18.5666666666667,"WSW"
"168",2018-06-17,8.7,20.5,0,39.0875,2.35833333333333,13,1019.8,1015.7,1,1,9.3,4,0.0115416666666667,0.010625,0.0210833333333333,0.2,4.625,12.7958333333333,"W"
"169",2018-06-18,9.8,18.5,0,45.0666666666667,2.76666666666667,12,1019.2,1015.4,1,1,9.8,7.2,0.01525,0.0114166666666667,0.0252083333333333,0.191666666666667,2.8625,8.78333333333333,"WSW"
"170",2018-06-19,8.5,20.2,0,48.6333333333333,2.19583333333333,12,1018.5,1016,0,1,9.9,5.2,0.0229166666666667,0.0164166666666667,0.0374166666666667,0.258333333333333,5.4125,10.8791666666667,"WSW"
"171",2018-06-20,8.7,22.4,0,58.1958333333333,1.70833333333333,11,1022.5,1020.8,1,7,6.7,6.2,0.028625,0.022625,0.0529166666666667,0.3,6.6625,14.8958333333333,"SW"
"172",2018-06-21,10.4,22.2,0,65.5708333333333,1.55833333333333,10,1025.6,1023.1,1,7,8.3,4,0.0262916666666667,0.02175,0.0458333333333333,0.291666666666667,8.60833333333333,16.8416666666667,"SSW"
"173",2018-06-22,10.7,22.7,0,68.7041666666667,1.53333333333333,10,1027.1,1024.1,1,1,9.5,3.6,0.0246666666666667,0.019625,0.042125,0.3,8.175,17.1166666666667,"SSW"
"174",2018-06-23,9.1,23.1,0,69.1583333333333,1.22916666666667,12,1026.4,1022.3,1,1,9.2,3.4,0.02375,0.021125,0.0427916666666667,0.366666666666667,11.3958333333333,18.6666666666667,"WSW"
"175",2018-06-24,8.6,23.4,0,65.0208333333333,1.0875,11,1025.2,1021.9,1,1,9.3,3.8,0.0113333333333333,0.0184166666666667,0.028375,0.370833333333333,18.4708333333333,24.9083333333333,"SW"
"176",2018-06-25,10.3,21.6,0,69.4833333333333,1.64166666666667,9,1028.6,1025.4,7,6,6.4,3.2,0.0233333333333333,0.0194166666666667,0.040625,0.270833333333333,12.4,21.6541666666667,"S"
"177",2018-06-26,13.4,22,0.8,69.575,1.74166666666667,9,1030.1,1027.9,7,8,3.8,2.6,0.0184166666666667,0.018125,0.0347083333333333,0.208333333333333,7.11666666666667,14.9083333333333,"S"
"178",2018-06-27,14.1,16.9,1,86.9291666666667,1.09166666666667,11,1028.4,1026,7,8,0,3,0.036625,0.0212916666666667,0.0595,0.279166666666667,8.64583333333333,14.3125,"SW"
"179",2018-06-28,13.8,22,7.4,85.6791666666667,0.995833333333333,11,1025.2,1021.2,6,4,1.3,0.8,0.0294166666666667,0.0197083333333333,0.0469583333333333,0.229166666666667,7.85416666666667,12.4416666666667,"SW"
"180",2018-06-29,12.4,23.7,0,84.0166666666667,1.10833333333333,12,1023.2,1020.8,8,2,7.6,1.2,0.0272083333333333,0.022375,0.0472916666666667,0.220833333333333,9.85833333333333,14.3958333333333,"WSW"
"181",2018-06-30,12.9,24.6,0.2,78.8375,1.0625,12,1025.4,1023,8,7,4.1,2,0.0192083333333333,0.0209166666666667,0.0382916666666667,0.258333333333333,13.325,19.0375,"WSW"
"182",2018-07-01,15.1,22.4,0,85.6041666666667,1,11,1027.6,1024.7,8,7,0.2,1.4,0.0122916666666667,0.016,0.0269583333333333,0.2,15.6041666666667,21.1416666666667,"SW"
"183",2018-07-02,14.8,24.4,6.4,75.9833333333333,1.27083333333333,11,1025.8,1021.6,3,4,7.3,1.8,0.0232916666666667,0.0180416666666667,0.0394166666666667,0.154166666666667,6.87916666666667,11.2375,"SW"
"184",2018-07-03,13.3,23.3,0,66.5458333333333,1.96666666666667,11,1024.9,1020.4,1,4,9.9,3,0.0186666666666667,0.016875,0.0337916666666667,0.1125,4.55,8.94166666666667,"SW"
"185",2018-07-04,14.8,24,0,73.45,1.75833333333333,10,1024,1022.2,2,3,9.2,4,0.0196666666666667,0.0183333333333333,0.0346666666666667,0.1625,5.23333333333333,11.4625,"SSW"
"186",2018-07-05,15.4,22.9,3.2,90.3166666666667,1.05,7,1024.1,1021.1,2,7,3.7,3.4,0.026,0.0205833333333333,0.0442916666666667,0.225,8.76666666666667,15.9375,"SE"
"187",2018-07-06,17.6,23.9,8.6,85.2958333333333,1.25,3,1019.7,1015.6,6,4,7.1,2,0.011125,0.015125,0.0249166666666667,0.0958333333333333,6.70833333333333,16.175,"NE"
"188",2018-07-07,18.2,24.9,2.6,70.2291666666667,1.27083333333333,14,1015.2,1010.6,7,6,2.6,1.6,0.011375,0.0130416666666667,0.0231666666666667,0.108333333333333,5.39583333333333,10.6958333333333,"WNW"
"189",2018-07-08,9.7,20.4,0.2,41.725,2.62916666666667,12,1020.5,1017.2,0,0,9.8,5.6,0.007125,0.00866666666666667,0.015,0.0916666666666667,3.5,8.95,"WSW"
"190",2018-07-09,9,20.6,0,54.0875,1.41666666666667,11,1022.5,1020.5,0,7,9.2,6.4,0.025625,0.020875,0.0443333333333333,0.2,6.04166666666667,12.8916666666667,"SW"
"191",2018-07-10,9,22.2,0,69.0375,1.5625,10,1025,1021.5,7,3,6.9,2.4,0.0222083333333333,0.019875,0.0400416666666667,0.191666666666667,8.13333333333333,14.6791666666667,"SSW"
"192",2018-07-11,10.7,20.8,0,80.45,1.22083333333333,10,1024.2,1020.8,4,8,3.4,3.4,0.0258333333333333,0.0210416666666667,0.0447083333333333,0.204166666666667,7.94166666666667,13.6083333333333,"SSW"
"193",2018-07-12,13.9,21.8,2.4,82.5708333333333,1.05833333333333,11,1021.7,1017.1,7,4,5.7,3,0.0359583333333333,0.021875,0.0592916666666667,0.3,9.95833333333333,15.0166666666667,"SW"
"194",2018-07-13,11,21.7,0,53.5625,1.7,12,1018.8,1014.7,0,0,10.1,2.8,0.0317916666666667,0.02175,0.05525,0.270833333333333,8.17916666666667,12.7208333333333,"WSW"
"195",2018-07-14,6.7,21,0,53.0708333333333,1.12916666666667,11,1020.1,1016.1,1,0,9.9,5,0.0231666666666667,0.022,0.0429583333333333,0.316666666666667,11.3916666666667,16.8166666666667,"SW"
"196",2018-07-15,5.2,21.6,0,63.85,1.14583333333333,11,1020.1,1015.5,1,1,9.9,3,0.015375,0.0203333333333333,0.034,0.279166666666667,15.3916666666667,20.3,"SW"
"197",2018-07-16,7.3,23.6,0,57.075,0.895833333333333,13,1016.8,1012.6,1,3,9.2,2.8,0.0313333333333333,0.0277916666666667,0.0605416666666667,0.316666666666667,13.1291666666667,20.7833333333333,"W"
"198",2018-07-17,7.1,24.3,0,47.9958333333333,1.05,12,1020.2,1017.6,0,0,10,4.8,0.0497916666666667,0.03075,0.0810833333333333,0.408333333333333,10.7458333333333,21.5125,"WSW"
"199",2018-07-18,6.2,25,0,55.8833333333333,0.908333333333333,12,1021.7,1018.6,0,0,9.9,3.2,0.065625,0.0337916666666667,0.0991666666666667,0.558333333333333,18.5041666666667,32.325,"WSW"
"200",2018-07-19,6.3,23.8,0,61.525,1.25,1,1022.4,1018,0,0,9.8,2.6,0.0328333333333333,0.0272916666666667,0.061625,0.3875,23.9416666666667,36.3416666666667,"N"
"201",2018-07-20,9.8,24.9,0,59.2666666666667,1.20833333333333,13,1017.9,1012.7,1,7,5.7,3.4,0.02925,0.0247083333333333,0.0555833333333333,0.291666666666667,14.5791666666667,25.5166666666667,"W"
"202",2018-07-21,9.8,20.2,0,48.7625,1.50416666666667,12,1022.4,1020.1,1,1,10,4.8,0.0121666666666667,0.015375,0.026,0.2625,9.7125,20.5416666666667,"WSW"
"203",2018-07-22,7.8,20.7,0,66.7666666666667,1.275,11,1024.3,1020.2,7,2,9.3,3.6,0.00995833333333333,0.01575,0.0244583333333333,0.291666666666667,13.6916666666667,20.325,"SW"
"204",2018-07-23,8.2,22.2,0,69.5833333333333,0.991666666666667,12,1022.7,1017.9,1,2,9.6,3.2,0.043,0.0272083333333333,0.07125,0.4,15.0916666666667,25.9791666666667,"WSW"
"205",2018-07-24,8.5,24.1,0,74.6708333333333,1.07083333333333,2,1020.6,1016.1,0,0,9.9,3.2,0.0285416666666667,0.0259166666666667,0.0559166666666667,0.316666666666667,14.675,26.4875,"NNE"
"206",2018-07-25,10.3,24.1,0,75.8958333333333,0.845833333333333,12,1020,1016.7,7,7,4.8,2.8,0.0533333333333333,0.0320833333333333,0.08575,0.479166666666667,20.6666666666667,37.2166666666667,"WSW"
"207",2018-07-26,13.5,26.3,0.8,67.2916666666667,1.00833333333333,1,1019.7,1015.7,1,1,9,1.2,0.028,0.0312916666666667,0.060625,0.383333333333333,19.825,34.4083333333333,"N"
"208",2018-07-27,11.4,25.6,0.2,74.8,1.4,3,1019.5,1015,0,1,9.7,3.8,0.024625,0.0228333333333333,0.045375,0.308333333333333,18.1666666666667,28.4708333333333,"NE"
"209",2018-07-28,11.6,26.4,0,74.0125,0.95,2,1018.5,1014.2,0,1,9.7,3.2,0.00995833333333333,0.0155833333333333,0.0240833333333333,0.2125,7.6625,13.5375,"NNE"
"210",2018-07-29,12.4,26.4,0,76.7208333333333,1.19583333333333,2,1017.5,1012.8,1,2,8.7,3,0.00529166666666667,0.0122916666666667,0.0167083333333333,0.195833333333333,10.8083333333333,17.05,"NNE"
"211",2018-07-30,11.8,23.7,1.4,52.7166666666667,1.7125,13,1017.7,1015.3,0,0,10.3,3,0.01975,0.0181666666666667,0.0361666666666667,0.220833333333333,6.625,12.7375,"W"
"212",2018-07-31,8.4,23.3,0,49.9625,1.1875,12,1021.7,1017.8,0,0,10.1,6.4,0.0218333333333333,0.026875,0.0402083333333333,0.229166666666667,7.34166666666667,18.5208333333333,"WSW"
"213",2018-08-01,7,24.7,0,58.3375,1.2125,11,1021.8,1017.5,4,2,10.2,4,0.0292916666666667,0.0329166666666667,0.063625,0.308333333333333,16.4375,27.425,"SW"
"214",2018-08-02,9.1,23,0,66.3666666666667,1.23333333333333,9,1023.1,1020.9,0,1,10,3,0.029375,0.0304166666666667,0.0613333333333333,0.308333333333333,25.9,37.9916666666667,"S"
"215",2018-08-03,11.1,23.9,0,70.5583333333333,1.40416666666667,2,1023.1,1017.7,1,1,10,4.8,0.0222083333333333,0.0242916666666667,0.044375,0.2125,16.7041666666667,25.9416666666667,"NNE"
"216",2018-08-04,11.7,27.1,0,70.2708333333333,1.025,14,1018.4,1014.7,1,1,9.8,2.8,0.016,0.0218333333333333,0.0359583333333333,0.2,10.4666666666667,22,"WNW"
"217",2018-08-05,10.3,25.3,0,67.3416666666667,1.45833333333333,3,1019.9,1014.7,0,0,10,5.4,0.00791666666666667,0.016,0.022625,0.154166666666667,15.0416666666667,39.0208333333333,"NE"
"218",2018-08-06,11.5,27.6,0,75.55,1.15833333333333,16,1015.7,1008.8,1,1,9.1,3.6,0.024625,0.020375,0.042875,0.191666666666667,11.5041666666667,21.6916666666667,"NNW"
"219",2018-08-07,15.9,22.9,2.8,39.6291666666667,2.37916666666667,12,1015.4,1012.2,7,7,4.1,3.6,0.021625,0.0197083333333333,0.0392916666666667,0.1375,7.025,22.1083333333333,"WSW"
"220",2018-08-08,7,22.6,0.2,44.9916666666667,0.995833333333333,12,1019.9,1016,0,0,10.3,7,0.0257083333333333,0.0262916666666667,0.0538333333333333,0.225,11.4625,30.9125,"WSW"
"221",2018-08-09,7.3,23,0,53.125,1.09166666666667,10,1022.7,1019.8,0,1,10.2,4.8,0.029,0.0265833333333333,0.057125,0.229166666666667,13.4291666666667,23.7208333333333,"SSW"
"222",2018-08-10,9.5,23.4,0,63.4083333333333,1.175,9,1024.7,1020.2,1,1,10.3,4.8,0.0249583333333333,0.025625,0.0522083333333333,0.258333333333333,11.8083333333333,22.0166666666667,"S"
"223",2018-08-11,11,24.9,0,67.2208333333333,1.3875,1,1021.3,1015.4,7,1,8.2,4,0.00979166666666667,0.0173333333333333,0.0257916666666667,0.141666666666667,10.6916666666667,18.9208333333333,"N"
"224",2018-08-12,11.6,24.4,0,48.1958333333333,1.9875,13,1016.5,1014.2,1,0,10.5,4.4,0.00779166666666667,0.0132916666666667,0.0199583333333333,0.141666666666667,7.55416666666667,16.2458333333333,"W"
"225",2018-08-13,7.9,22.5,0,37.0666666666667,1.53333333333333,11,1022.7,1020,0,0,10.5,9.8,0.0289583333333333,0.0257083333333333,0.0563333333333333,0.279166666666667,8.24583333333333,16.2208333333333,"SW"
"226",2018-08-14,6.8,22.7,0,58.8416666666667,1.32916666666667,2,1025.4,1021,0,0,10.5,4.6,0.0227083333333333,0.0267916666666667,0.0470833333333333,0.1375,11.6708333333333,23.4416666666667,"NNE"
"227",2018-08-15,7.6,25.2,0,66.2041666666667,1.075,4,1021.8,1015.8,0,0,10.3,3.8,0.00833333333333333,0.0207083333333333,0.0277083333333333,0.0833333333333333,15.1333333333333,25.5416666666667,"ENE"
"228",2018-08-16,7.5,29.5,0,60.8333333333333,1.0375,13,1015.8,1010.5,0,0,10.7,4.4,0.035625,0.0327083333333333,0.0694166666666667,0.270833333333333,15.7166666666667,27.5791666666667,"W"
"229",2018-08-17,8.6,29.3,0,50,1.1,12,1015.1,1010.7,1,1,10.7,4.8,0.0339583333333333,0.031625,0.066875,0.275,15.2208333333333,27.0541666666667,"WSW"
"230",2018-08-18,9.4,28.1,0,50.6291666666667,1.25,12,1017.4,1012,0,1,10.6,4.6,0.0181666666666667,0.02325,0.0395416666666667,0.166666666666667,12.3791666666667,22.5541666666667,"WSW"
"231",2018-08-19,8.5,22.8,0,34.8291666666667,2.89583333333333,12,1015.4,1012.5,0,0,11.1,5.6,0.00933333333333333,0.0124166666666667,0.020625,0.0791666666666667,7.07083333333333,20.8791666666667,"WSW"
"232",2018-08-20,10.4,21.9,0,29.6625,2.44583333333333,12,1018.9,1016,0,0,10.8,13.4,0.01975,0.0203333333333333,0.0379583333333333,0.170833333333333,8.7125,26.9958333333333,"WSW"
"233",2018-08-21,6.8,23.8,0,26.8208333333333,1.58333333333333,12,1019.4,1013.1,0,1,10.9,5.2,0.0254166666666667,0.0222916666666667,0.045375,0.179166666666667,6.9375,15.275,"WSW"
"234",2018-08-22,5.2,24.4,0,32.0875,1.7125,12,1017,1012.7,0,0,10.9,6.6,0.0309166666666667,0.0284166666666667,0.0608333333333333,0.220833333333333,8.5,19.7791666666667,"WSW"
"235",2018-08-23,8.7,23.1,0,57.2458333333333,1.45,7,1020.1,1017,1,1,10.7,5.8,0.0174166666666667,0.0236666666666667,0.0391666666666667,0.170833333333333,12.1833333333333,25.45,"SE"
"236",2018-08-24,10.8,24.5,0,65.7166666666667,1.4375,5,1022.6,1019.8,1,1,10.5,4.4,0.0159583333333333,0.02225,0.0364166666666667,0.154166666666667,16.2166666666667,27.5416666666667,"E"
"237",2018-08-25,12.4,22.5,0.8,71.0125,1.40833333333333,5,1023,1018.8,5,7,5.1,4.4,0.00691666666666667,0.0159166666666667,0.0217083333333333,0.1,10.1791666666667,15.5708333333333,"E"
"238",2018-08-26,14,20.2,11.2,87.0791666666667,0.870833333333333,12,1018.1,1012.6,8,7,1.5,2.4,0.0193333333333333,0.0201666666666667,0.0377083333333333,0.183333333333333,11.6041666666667,16.3041666666667,"WSW"
"239",2018-08-27,9.6,24.4,10.6,66.8541666666667,1.45416666666667,10,1017.2,1015.6,1,2,10.5,2,0.019375,0.0184583333333333,0.0345833333333333,0.120833333333333,8.81666666666667,13.7291666666667,"SSW"
"240",2018-08-28,11.1,22.8,0.2,69.7333333333333,1.2125,15,1021.2,1015.7,1,2,10.7,5,0.016875,0.022,0.0370833333333333,0.1375,10.6125,19.3583333333333,"NW"
"241",2018-08-29,9.6,24.8,0,50.3416666666667,1.42916666666667,12,1019.4,1014.8,0,0,11.1,4.4,0.0314583333333333,0.026125,0.0592083333333333,0.216666666666667,9.87916666666667,16.6791666666667,"WSW"
"242",2018-08-30,8.7,23.7,0,53.6833333333333,1.30416666666667,9,1020.7,1016.8,1,1,10.9,6.8,0.0203333333333333,0.0266666666666667,0.0447083333333333,0.195833333333333,10.4875,19.8458333333333,"S"
"243",2018-08-31,10.3,25.7,0,68.225,1.75833333333333,2,1018.7,1010.2,1,0,9.9,4.2,0.0229166666666667,0.02,0.040875,0.1625,12.2416666666667,25.2625,"NNE"
"244",2018-09-01,17.8,27.1,0,40.525,2.38333333333333,13,1013.2,1009.6,4,1,8.7,7.8,0.00979166666666667,0.015125,0.02375,0.0958333333333333,26.6875,161.179166666667,"W"
"245",2018-09-02,12.2,26.3,0,51.65,1.51666666666667,9,1016.4,1013.2,0,1,10.7,7.6,0.00520833333333333,0.0119583333333333,0.0160416666666667,0.0458333333333333,11.4916666666667,43.9333333333333,"S"
"246",2018-09-03,12.3,20.6,0,72.5916666666667,1.9,9,1021.9,1020,6,8,3,7.4,0.019875,0.01925,0.0372083333333333,0.1,5.7125,10.7541666666667,"S"
"247",2018-09-04,12.3,21.7,0.4,73.4041666666667,2.2875,9,1022.8,1020.7,7,7,2,4,0.02025,0.017875,0.0237916666666667,0.0916666666666667,5.7875,10.4708333333333,"S"
"248",2018-09-05,12.4,21.6,9.4,72.6833333333333,1.39583333333333,7,1023.1,1020.3,5,5,5.6,1.8,0.0160416666666667,0.0239583333333333,0.0181666666666667,0,5.29583333333333,11.4958333333333,"SE"
"249",2018-09-06,12.8,23.2,0,77.8333333333333,1.25416666666667,13,1022.2,1018.1,7,6,4.9,3.6,0.0293333333333333,0.0260416666666667,0.056875,0,7.41666666666667,16.7041666666667,"W"
"250",2018-09-07,13.4,24.7,0.4,76.5916666666667,1.725,3,1020.3,1016.3,3,1,10,2.8,0.0303333333333333,0.019625,0.0414583333333333,0.0625,7.51666666666667,18.8458333333333,"NE"
"251",2018-09-08,17.5,25,1.2,82.1875,0.916666666666667,2,1018.2,1013.2,7,7,4.8,5.2,0.0181666666666667,0.017625,0.0340416666666667,0.0875,6.1,14.9875,"NNE"
"252",2018-09-09,14,26.8,2,70.1833333333333,1.38333333333333,11,1020,1016.5,0,1,10.9,2.8,0.0158333333333333,0.0152083333333333,0.0294166666666667,0.0916666666666667,7.24166666666667,12.6583333333333,"SW"
"253",2018-09-10,12.6,25.1,0,65.2041666666667,1.32916666666667,8,1023.7,1021,0,1,10.8,4.6,0.0191666666666667,0.0191666666666667,0.0350416666666667,0.1,8.03333333333333,16.2583333333333,"SSE"
